id,title,description,jhi_date,user_id
742,Universal intermediate structure,,2018-07-26 23:33:38,4
743,Enterprise-wide intangible secured line,Aenean lectus.,2018-06-16 11:04:22,4
744,Optional systematic projection,In hac habitasse platea dictumst.,2018-12-08 06:59:26,4
745,Front-line bi-directional hardware,Integer ac neque.,2019-02-26 22:58:25,4
746,Multi-channelled multi-tasking application,,2018-08-19 12:09:28,4
747,Mandatory eco-centric monitoring,,2018-07-18 10:41:32,4
748,Public-key maximized system engine,Suspendisse accumsan tortor quis turpis.,2018-08-03 14:03:28,4
749,Fundamental composite algorithm,,2018-11-18 17:04:40,4
750,Mandatory heuristic installation,"Nam congue, risus semper porta volutpat, quam pede",2018-10-13 08:43:17,4
751,Multi-tiered optimal projection,,2019-03-24 11:30:44,4
752,Reduced modular website,Duis consequat dui nec nisi volutpat eleifend.,2019-01-10 01:37:12,4
753,Ergonomic actuating definition,,2018-11-19 22:07:53,4
754,Reverse-engineered eco-centric synergy,Pellentesque at nulla.,2019-03-26 01:50:13,4
755,Networked hybrid array,"Mauris enim leo, rhoncus sed, vestibulum sit amet,",2018-11-04 05:23:41,4
756,Grass-roots zero defect groupware,Cum sociis natoque penatibus et magnis dis parturi,2018-10-12 01:26:00,4
757,Object-based solution-oriented middleware,Sed accumsan felis.,2018-08-14 00:43:31,4
758,Proactive intermediate encryption,Curabitur at ipsum ac tellus semper interdum.,2018-06-04 08:36:07,4
759,Cross-group hybrid ability,Quisque porta volutpat erat.,2018-08-10 10:12:37,4
760,Switchable cohesive frame,,2018-06-14 10:37:20,4
761,De-engineered human-resource groupware,In eleifend quam a odio.,2018-09-02 00:42:18,4
762,Integrated asynchronous solution,Praesent id massa id nisl venenatis lacinia.,2018-07-07 02:07:06,4
763,Virtual bi-directional concept,Aenean sit amet justo.,2018-11-16 00:33:56,4
764,Triple-buffered zero administration focus group,Maecenas tincidunt lacus at velit.,2018-09-03 05:12:34,4
765,Cloned impactful orchestration,,2018-06-27 08:37:58,4
766,Progressive 24/7 website,Pellentesque viverra pede ac diam.,2018-11-10 09:36:11,4
767,Profound 3rd generation parallelism,,2018-07-26 11:45:27,4
768,Upgradable hybrid function,,2019-03-21 05:04:11,4
769,Seamless 24 hour customer loyalty,,2019-03-12 20:07:10,4
770,Reactive asynchronous strategy,,2018-09-20 05:43:10,4
771,Face to face empowering contingency,Aliquam quis turpis eget elit sodales scelerisque.,2019-01-23 12:37:12,4
772,Cross-group homogeneous forecast,"In tempor, turpis nec euismod scelerisque, quam tu",2018-09-08 19:45:42,4
773,Managed modular neural-net,,2019-03-16 19:01:07,4
774,Devolved foreground archive,Morbi ut odio.,2018-07-10 07:08:35,4
775,Future-proofed real-time adapter,,2019-03-08 12:55:52,4
776,Team-oriented optimizing superstructure,,2018-06-03 20:53:16,4
777,Synergistic executive synergy,Aliquam quis turpis eget elit sodales scelerisque.,2018-12-28 09:44:58,4
778,Devolved local complexity,,2019-02-01 06:32:49,4
779,Future-proofed contextually-based projection,,2018-09-24 11:38:11,4
780,Advanced transitional algorithm,,2018-11-19 19:43:50,4
781,Total bandwidth-monitored infrastructure,,2018-07-30 06:31:24,4
782,Phased composite customer loyalty,Maecenas pulvinar lobortis est.,2018-09-04 20:19:30,4
783,Up-sized systemic orchestration,Praesent blandit lacinia erat.,2018-12-17 22:17:05,4
784,Optimized value-added alliance,,2018-12-04 23:47:28,4
785,Networked national help-desk,,2018-12-11 06:08:19,4
786,Synergized bandwidth-monitored synergy,,2019-01-22 17:13:29,4
787,Adaptive bifurcated standardization,Duis ac nibh.,2019-04-11 01:29:14,4
788,Persistent mobile moderator,,2018-06-01 13:36:04,4
789,Configurable composite alliance,Donec posuere metus vitae ipsum.,2018-09-04 18:44:23,4
790,Organic impactful array,,2018-10-23 07:58:38,4
791,Optimized secondary algorithm,,2019-05-04 01:44:22,4
792,Integrated local solution,Phasellus in felis.,2018-10-26 08:25:58,4
793,Compatible next generation archive,Pellentesque ultrices mattis odio.,2019-02-12 18:27:11,4
794,Upgradable composite service-desk,Morbi porttitor lorem id ligula.,2018-09-24 17:39:52,4
795,Upgradable demand-driven workforce,,2018-10-08 14:01:26,4
796,Object-based modular synergy,,2019-02-28 07:08:48,4
797,Exclusive non-volatile instruction set,,2018-12-01 04:24:45,4
798,Versatile impactful Graphic Interface,Mauris lacinia sapien quis libero.,2018-09-23 12:26:45,4
799,Right-sized 24/7 service-desk,Donec semper sapien a libero.,2018-07-04 21:22:00,4
800,Self-enabling coherent firmware,,2018-06-01 17:37:16,4
801,Polarised bandwidth-monitored project,,2018-06-17 13:41:35,4
802,Synergistic impactful project,,2018-09-29 17:54:09,4
803,Exclusive zero defect monitoring,"Quisque erat eros, viverra eget, congue eget, semp",2018-11-17 12:18:43,4
804,Persistent bi-directional access,Maecenas rhoncus aliquam lacus.,2018-05-31 08:22:36,4
805,User-centric directional matrices,,2018-06-25 23:57:40,4
806,Synergistic stable methodology,Integer ac leo.,2018-12-28 09:50:24,4
807,Automated national hierarchy,Maecenas ut massa quis augue luctus tincidunt.,2019-01-12 08:17:39,4
808,Balanced 5th generation help-desk,,2019-03-15 17:10:13,4
809,Realigned static task-force,,2018-09-30 07:57:21,4
810,Synergized bi-directional methodology,Sed accumsan felis.,2018-11-08 22:41:48,4
811,Ergonomic system-worthy algorithm,,2019-03-28 19:09:09,4
812,Phased radical utilisation,,2018-09-12 03:48:14,4
813,Switchable system-worthy protocol,,2019-01-23 23:56:39,4
814,Horizontal client-server solution,,2019-02-06 03:52:24,4
815,Inverse directional migration,,2019-05-05 15:39:23,4
816,Versatile asynchronous product,Integer non velit.,2018-10-15 00:14:30,4
817,Programmable logistical knowledge base,,2018-12-18 05:59:01,4
818,Persistent mission-critical Graphical User Interface,,2018-07-04 19:21:50,4
819,Self-enabling reciprocal standardization,,2019-03-12 06:40:05,4
820,Multi-layered composite complexity,Maecenas tincidunt lacus at velit.,2018-06-16 18:25:23,4
821,Sharable mobile analyzer,Pellentesque ultrices mattis odio.,2019-03-31 07:28:49,4
822,Intuitive next generation ability,Aliquam non mauris.,2018-12-27 20:13:57,4
823,Re-engineered logistical pricing structure,,2019-04-25 02:27:43,4
824,Sharable analyzing time-frame,"In est risus, auctor sed, tristique in, tempus sit",2018-10-24 09:49:01,4
825,Operative optimizing portal,Etiam vel augue.,2019-01-24 10:25:48,4
826,Cross-group user-facing emulation,In eleifend quam a odio.,2019-03-31 14:53:11,4
827,Profound executive secured line,,2018-09-01 02:08:00,4
828,Synchronised content-based system engine,,2018-12-02 05:58:57,4
829,Networked zero administration Graphical User Interface,Vivamus tortor.,2019-01-21 16:13:57,4
830,User-friendly background installation,"Lorem ipsum dolor sit amet, consectetuer adipiscin",2018-06-06 07:24:18,4
831,Cross-platform 5th generation concept,,2018-07-18 07:08:39,4
832,Function-based even-keeled challenge,Nulla tempus.,2019-03-18 00:55:52,4
833,Adaptive background access,Nunc rhoncus dui vel sem.,2018-09-09 07:27:07,4
834,Enterprise-wide maximized open architecture,,2018-05-27 04:19:14,4
835,Phased attitude-oriented concept,,2019-02-01 22:34:15,4
836,Optional explicit encryption,,2018-11-01 20:27:01,4
837,Extended neutral benchmark,Donec semper sapien a libero.,2018-10-15 05:57:04,4
838,Reactive multi-state workforce,,2018-08-03 09:36:41,4
839,Organic foreground website,,2018-06-22 01:09:55,4
840,Innovative contextually-based forecast,,2018-08-13 06:13:15,4
841,Visionary upward-trending core,In quis justo.,2019-01-19 01:44:42,4
842,Automated mobile methodology,,2018-10-05 01:43:19,4
843,Enhanced coherent portal,,2018-10-08 08:34:33,4
844,Managed high-level encoding,,2018-12-19 16:51:39,4
845,Networked radical throughput,,2019-04-10 22:31:16,4
846,Stand-alone mission-critical workforce,Nulla ut erat id mauris vulputate elementum.,2019-02-13 04:48:13,4
847,Future-proofed needs-based throughput,,2018-05-17 12:04:06,4
848,De-engineered empowering moratorium,,2018-06-18 01:37:39,4
849,Integrated regional middleware,,2018-06-23 11:52:25,4
850,Innovative non-volatile archive,,2018-12-03 22:26:05,4
851,Customizable intermediate conglomeration,Praesent lectus.,2018-08-29 01:14:07,4
852,Sharable zero administration model,"Fusce lacus purus, aliquet at, feugiat non, pretiu",2019-04-19 12:34:13,4
853,Switchable bandwidth-monitored middleware,Fusce posuere felis sed lacus.,2018-05-15 15:41:09,4
854,Synergized value-added synergy,Nulla ut erat id mauris vulputate elementum.,2018-12-12 17:57:18,4
855,Diverse even-keeled interface,Sed vel enim sit amet nunc viverra dapibus.,2018-09-02 08:19:29,4
856,Grass-roots upward-trending model,Donec vitae nisi.,2019-01-31 09:25:15,4
857,Intuitive 3rd generation architecture,Donec vitae nisi.,2018-08-12 21:33:28,4
858,Down-sized coherent moratorium,Nullam varius.,2018-09-15 00:34:07,4
859,Reverse-engineered human-resource process improvement,Sed ante.,2019-02-04 10:16:19,4
860,Monitored bifurcated local area network,Integer ac neque.,2019-01-18 11:08:27,4
861,Streamlined actuating utilisation,,2018-09-25 23:48:34,4
862,Progressive non-volatile installation,In sagittis dui vel nisl.,2019-02-06 03:49:55,4
863,Mandatory 24 hour analyzer,Duis at velit eu est congue elementum.,2018-07-05 03:14:24,4
864,Re-engineered tertiary core,Curabitur convallis.,2019-05-08 04:04:01,4
865,Monitored 24 hour success,Proin eu mi.,2018-12-24 12:11:09,4
866,Multi-tiered even-keeled approach,Duis aliquam convallis nunc.,2018-08-30 09:41:06,4
867,Multi-channelled national workforce,,2018-07-23 02:07:14,4
868,Inverse logistical pricing structure,Integer ac leo.,2018-08-31 04:22:14,4
869,Total logistical groupware,,2018-11-24 03:05:05,4
870,Robust logistical toolset,,2018-12-15 21:53:20,4
871,Organic content-based matrix,,2018-08-16 14:50:32,4
872,De-engineered didactic support,Quisque ut erat.,2019-04-22 06:46:04,4
873,Profound homogeneous hierarchy,,2018-11-07 02:12:27,4
874,Automated 3rd generation intranet,Morbi ut odio.,2019-02-19 06:13:33,4
875,Devolved asymmetric matrix,"Aliquam augue quam, sollicitudin vitae, consectetu",2018-07-02 20:26:11,4
876,Configurable intermediate Graphic Interface,,2018-09-02 03:56:29,4
877,Compatible zero administration extranet,,2019-04-07 02:11:27,4
878,Focused zero defect knowledge base,,2018-06-17 01:18:42,4
879,Re-contextualized 3rd generation framework,,2019-04-27 18:57:28,4
880,Upgradable impactful ability,Sed accumsan felis.,2018-11-25 00:25:05,4
881,Customer-focused leading edge structure,Aenean lectus.,2018-08-18 16:51:06,4
882,Robust zero tolerance conglomeration,,2018-07-25 11:21:15,4
883,Seamless attitude-oriented Graphical User Interface,,2018-12-04 15:39:28,4
884,Optional grid-enabled algorithm,,2019-01-06 06:24:31,4
885,Triple-buffered contextually-based model,Maecenas ut massa quis augue luctus tincidunt.,2019-04-09 12:43:51,4
886,Mandatory even-keeled architecture,,2018-12-12 12:58:58,4
887,Devolved exuding contingency,,2018-10-07 23:54:25,4
888,Quality-focused tangible local area network,Praesent id massa id nisl venenatis lacinia.,2018-06-14 16:32:12,4
889,Monitored methodical project,,2019-02-12 18:15:43,4
890,Digitized web-enabled open architecture,Donec dapibus.,2018-06-19 20:18:30,4
891,Sharable 24/7 migration,,2019-03-28 22:15:47,4
892,Distributed context-sensitive access,,2018-07-10 06:55:45,4
893,Cross-platform stable database,,2018-06-11 12:58:17,4
894,Progressive leading edge encoding,Fusce consequat.,2018-12-08 10:05:01,4
895,Face to face background structure,,2019-04-04 19:13:25,4
896,Up-sized client-server capability,Nulla nisl.,2019-03-12 03:26:36,4
897,Public-key intangible interface,,2018-06-14 23:20:59,4
898,Down-sized bifurcated alliance,,2018-07-11 04:39:44,4
899,Universal tangible internet solution,,2018-06-09 07:49:50,4
900,Innovative hybrid complexity,Donec semper sapien a libero.,2019-05-05 20:53:37,4
901,Open-architected bi-directional challenge,,2019-01-07 04:38:31,4
902,Ameliorated modular info-mediaries,,2018-12-22 12:47:58,4
903,Ergonomic scalable conglomeration,,2019-02-14 10:42:53,4
904,Switchable didactic project,Phasellus in felis.,2018-09-08 03:31:46,4
905,Fundamental local array,Duis consequat dui nec nisi volutpat eleifend.,2019-05-08 07:26:00,4
906,Centralized 24/7 utilisation,,2019-03-08 04:48:59,4
907,Mandatory incremental frame,Pellentesque at nulla.,2018-12-13 02:12:03,4
908,Organized intangible projection,,2019-01-31 19:45:03,4
909,Adaptive encompassing application,Curabitur convallis.,2019-04-28 07:40:45,4
910,Upgradable mobile matrix,,2018-11-10 23:14:58,4
911,Implemented interactive superstructure,,2019-03-13 04:30:20,4
912,Function-based fault-tolerant structure,,2019-03-26 03:02:00,4
913,Exclusive empowering project,Nulla ut erat id mauris vulputate elementum.,2018-10-26 01:48:55,4
914,Customer-focused interactive secured line,Nulla suscipit ligula in lacus.,2019-04-27 07:33:46,4
915,Persistent 3rd generation parallelism,,2018-05-18 18:17:11,4
916,Diverse system-worthy help-desk,Aliquam erat volutpat.,2018-05-16 01:18:25,4
917,Mandatory background encryption,Integer ac neque.,2018-07-05 19:32:36,4
918,Proactive methodical orchestration,,2018-12-25 02:19:50,4
919,Distributed national complexity,,2019-05-06 11:27:17,4
920,Future-proofed didactic framework,,2018-06-30 00:08:44,4
921,Monitored executive superstructure,,2018-10-27 05:55:47,4
922,Configurable systematic website,,2018-07-01 20:55:56,4
923,Multi-tiered client-server approach,"In tempor, turpis nec euismod scelerisque, quam tu",2018-05-12 18:00:05,4
924,Face to face fresh-thinking workforce,,2018-09-07 11:02:55,4
925,Visionary actuating collaboration,,2019-05-09 22:32:54,4
926,Persistent methodical parallelism,Pellentesque eget nunc.,2018-09-18 13:26:32,4
927,Versatile optimal open system,Cras non velit nec nisi vulputate nonummy.,2018-10-18 00:01:09,4
928,Multi-channelled impactful intranet,,2018-09-05 04:08:37,4
929,Grass-roots static architecture,"Morbi odio odio, elementum eu, interdum eu, tincid",2018-11-29 00:56:58,4
930,Reverse-engineered even-keeled methodology,Duis consequat dui nec nisi volutpat eleifend.,2018-12-24 23:23:19,4
931,Enterprise-wide tertiary open system,,2019-01-16 22:11:28,4
932,Upgradable full-range collaboration,,2018-12-08 06:33:35,4
933,Robust tangible alliance,Cras non velit nec nisi vulputate nonummy.,2019-05-02 18:29:19,4
934,Synchronised asymmetric open architecture,,2018-06-21 08:17:26,4
935,Phased grid-enabled structure,,2018-12-18 07:57:07,4
936,Function-based actuating open architecture,,2018-07-29 07:38:43,4
937,Multi-layered interactive emulation,"Fusce congue, diam id ornare imperdiet, sapien urn",2018-08-12 15:00:30,4
938,Vision-oriented neutral matrix,Vestibulum ante ipsum primis in faucibus orci luct,2018-07-30 16:31:52,4
939,Right-sized analyzing local area network,,2018-07-30 07:27:14,4
940,Persevering bi-directional function,Praesent id massa id nisl venenatis lacinia.,2018-08-21 02:40:58,4
941,Monitored solution-oriented forecast,Curabitur at ipsum ac tellus semper interdum.,2019-01-03 22:25:49,4
942,Organized grid-enabled installation,Nullam sit amet turpis elementum ligula vehicula c,2018-12-14 00:59:47,4
943,Balanced hybrid time-frame,,2018-07-04 01:27:14,4
944,Balanced national application,"Morbi odio odio, elementum eu, interdum eu, tincid",2019-01-17 11:56:13,4
945,Synergistic 3rd generation projection,Mauris lacinia sapien quis libero.,2018-09-17 14:42:03,4
946,Enhanced even-keeled open system,,2019-02-02 10:19:50,4
947,Multi-layered bi-directional moratorium,,2018-06-26 09:40:19,4
948,User-friendly human-resource service-desk,,2019-02-13 23:00:28,4
949,Advanced human-resource artificial intelligence,,2018-09-18 06:20:45,4
950,Expanded needs-based productivity,Donec vitae nisi.,2019-03-22 00:22:11,4
951,Ameliorated global extranet,,2018-12-13 10:57:49,4
952,Up-sized attitude-oriented open architecture,,2018-09-18 05:49:29,4
953,Polarised transitional customer loyalty,,2018-12-06 13:31:49,4
954,Persistent heuristic encryption,Maecenas tincidunt lacus at velit.,2018-07-10 04:10:50,4
955,Upgradable client-driven strategy,,2019-01-26 06:11:44,4
956,Quality-focused needs-based emulation,Quisque ut erat.,2018-12-06 16:29:58,4
957,Automated even-keeled ability,"Nam ultrices, libero non mattis pulvinar, nulla pe",2018-05-12 01:32:18,4
958,Vision-oriented 6th generation definition,,2019-01-26 21:27:10,4
959,User-centric optimal installation,,2018-07-11 15:43:25,4
960,Distributed executive support,,2018-09-24 17:05:43,4
961,Multi-lateral user-facing database,"Fusce congue, diam id ornare imperdiet, sapien urn",2018-05-12 14:54:40,4
962,Secured uniform strategy,Sed accumsan felis.,2019-03-23 07:38:06,4
963,Enhanced full-range website,,2019-04-06 17:54:20,4
964,Down-sized intangible frame,Curabitur gravida nisi at nibh.,2019-01-12 05:33:14,4
965,Team-oriented explicit hub,Aliquam sit amet diam in magna bibendum imperdiet.,2018-07-03 19:42:51,4
966,Exclusive bandwidth-monitored focus group,"Integer pede justo, lacinia eget, tincidunt eget, ",2019-03-02 13:44:18,4
967,Integrated even-keeled help-desk,,2018-08-07 08:01:50,4
968,Monitored solution-oriented knowledge user,,2018-05-19 05:39:16,4
969,Vision-oriented bi-directional architecture,Nullam sit amet turpis elementum ligula vehicula c,2019-04-13 00:59:49,4
970,User-friendly asymmetric extranet,Integer non velit.,2018-08-23 05:47:30,4
971,Polarised context-sensitive firmware,,2018-07-19 04:56:12,4
972,Synergistic next generation model,"Maecenas leo odio, condimentum id, luctus nec, mol",2019-01-09 13:09:48,4
973,Automated tertiary pricing structure,Integer a nibh.,2018-07-07 08:57:27,4
974,Fundamental eco-centric Graphical User Interface,Nulla suscipit ligula in lacus.,2019-01-09 08:03:23,4
975,Pre-emptive 3rd generation knowledge user,Phasellus sit amet erat.,2018-08-16 20:40:31,4
976,Inverse secondary projection,Proin interdum mauris non ligula pellentesque ultr,2019-02-24 20:56:29,4
977,Visionary local support,,2019-02-03 00:49:36,4
978,Cloned grid-enabled help-desk,Pellentesque eget nunc.,2018-10-28 04:44:40,4
979,Assimilated dynamic open system,,2019-04-06 17:10:50,4
980,Compatible neutral intranet,,2018-07-10 09:46:22,4
981,Team-oriented directional methodology,,2018-11-18 08:59:30,4
982,Decentralized motivating core,,2019-03-14 04:51:03,4
983,Distributed object-oriented concept,,2018-12-11 23:21:49,4
984,Configurable client-driven project,Pellentesque viverra pede ac diam.,2019-04-24 04:37:18,4
985,Universal demand-driven service-desk,Morbi quis tortor id nulla ultrices aliquet.,2018-11-16 04:40:01,4
986,Integrated bottom-line protocol,,2018-05-18 17:07:54,4
987,Progressive impactful ability,Pellentesque at nulla.,2018-09-29 13:51:45,4
988,De-engineered zero defect open system,,2018-06-04 04:30:48,4
989,Enhanced context-sensitive archive,"Quisque arcu libero, rutrum ac, lobortis vel, dapi",2018-06-15 10:59:55,4
990,Synchronised neutral protocol,,2018-08-03 03:30:40,4
991,Ameliorated even-keeled hardware,Donec posuere metus vitae ipsum.,2018-11-07 02:47:55,4
992,Reduced demand-driven website,,2018-08-03 23:22:49,4
993,Re-engineered web-enabled Graphic Interface,Pellentesque viverra pede ac diam.,2018-07-02 20:51:39,4
994,Organized transitional conglomeration,,2018-11-23 01:24:26,4
995,Synergized composite Graphic Interface,Morbi porttitor lorem id ligula.,2018-09-06 20:07:25,4
996,Seamless disintermediate infrastructure,,2019-05-08 21:46:20,4
997,Face to face client-driven protocol,Maecenas pulvinar lobortis est.,2018-07-09 19:56:20,4
998,Operative high-level challenge,,2018-05-11 02:04:06,4
999,Vision-oriented asynchronous core,,2019-01-14 13:32:45,4
1000,Advanced real-time help-desk,,2019-01-17 08:44:47,4
